question_id,context_id,title,context,question,answer,question_type
25998,1,カナダ侵攻作戦,カナダ侵攻作戦(カナダしんこうさくせん、英:InvasionofCanada)は、アメリカ独立戦争初期の1775年から1776年にかけて、新設間もない大陸軍の主導によって行われた最初の作戦行動である。作戦の目的はイギリス領ケベックを軍事支配し、フランス語を話すカナダ人に13植民地の側で革命に加わるよう説得することだった。,カナダ侵攻作戦は、どの戦争中に行われた作戦のことなの?,アメリカ独立戦争,Syntactic variation
25999,1,カナダ侵攻作戦,カナダ侵攻作戦(カナダしんこうさくせん、英:InvasionofCanada)は、アメリカ独立戦争初期の1775年から1776年にかけて、新設間もない大陸軍の主導によって行われた最初の作戦行動である。作戦の目的はイギリス領ケベックを軍事支配し、フランス語を話すカナダ人に13植民地の側で革命に加わるよう説得することだった。,カナダ侵攻作戦は、何年から何年にかけて行われた作戦ですか?,1775年から1776年,Syntactic variation
26000,1,カナダ侵攻作戦,カナダ侵攻作戦(カナダしんこうさくせん、英:InvasionofCanada)は、アメリカ独立戦争初期の1775年から1776年にかけて、新設間もない大陸軍の主導によって行われた最初の作戦行動である。作戦の目的はイギリス領ケベックを軍事支配し、フランス語を話すカナダ人に13植民地の側で革命に加わるよう説得することだった。,カナダ侵攻作戦とは、どこを支配する目的を持った作戦だったか?,ケベック,Lexical variation (world knowledge)
26001,1,カナダ侵攻作戦,カナダ侵攻作戦(カナダしんこうさくせん、英:InvasionofCanada)は、アメリカ独立戦争初期の1775年から1776年にかけて、新設間もない大陸軍の主導によって行われた最初の作戦行動である。作戦の目的はイギリス領ケベックを軍事支配し、フランス語を話すカナダ人に13植民地の側で革命に加わるよう説得することだった。,当時、ケベックは、どの国により占領されていたか?,イギリス,Lexical variation (world knowledge)
26002,2,カナダ侵攻作戦,大陸軍から2つの遠征隊が派遣された。1隊はリチャード・モントゴメリー将軍の指揮で1775年の8月下旬にタイコンデロガ砦から出発し、9月半ばにモントリオールの南にある主要防御地点であるセントジョンズ砦の包囲を始めた。11月にこの砦を落とされた後で、イギリス軍のガイ・カールトン将軍はモントリオールを放棄してケベック市に逃亡した。モントゴメリーはモントリオールを占領したときにカールトン将軍をもう少しで捕まえるところだった。もう1隊はベネディクト・アーノルドの指揮でマサチューセッツ湾植民地のケンブリッジを出発し、メインの荒野を艱難辛苦して通り抜けてケベック市に達した。荒野を通る大変な行軍のために残っている兵士は飢えており、物資や装備も欠けていた。,大陸軍から派遣された2つの遠征隊のうち、ケンブリッジから出発した遠征隊の指揮官は、誰なの?,ベネディクト・アーノルド,Multiple sentence reasoning
26003,2,カナダ侵攻作戦,大陸軍から2つの遠征隊が派遣された。1隊はリチャード・モントゴメリー将軍の指揮で1775年の8月下旬にタイコンデロガ砦から出発し、9月半ばにモントリオールの南にある主要防御地点であるセントジョンズ砦の包囲を始めた。11月にこの砦を落とされた後で、イギリス軍のガイ・カールトン将軍はモントリオールを放棄してケベック市に逃亡した。モントゴメリーはモントリオールを占領したときにカールトン将軍をもう少しで捕まえるところだった。もう1隊はベネディクト・アーノルドの指揮でマサチューセッツ湾植民地のケンブリッジを出発し、メインの荒野を艱難辛苦して通り抜けてケベック市に達した。荒野を通る大変な行軍のために残っている兵士は飢えており、物資や装備も欠けていた。,大陸軍から派遣された2つの遠征隊のうち、セントジョンズ砦を包囲した遠征隊の指揮官は、誰ですか?,リチャード・モントゴメリー,Multiple sentence reasoning
26004,2,カナダ侵攻作戦,大陸軍から2つの遠征隊が派遣された。1隊はリチャード・モントゴメリー将軍の指揮で1775年の8月下旬にタイコンデロガ砦から出発し、9月半ばにモントリオールの南にある主要防御地点であるセントジョンズ砦の包囲を始めた。11月にこの砦を落とされた後で、イギリス軍のガイ・カールトン将軍はモントリオールを放棄してケベック市に逃亡した。モントゴメリーはモントリオールを占領したときにカールトン将軍をもう少しで捕まえるところだった。もう1隊はベネディクト・アーノルドの指揮でマサチューセッツ湾植民地のケンブリッジを出発し、メインの荒野を艱難辛苦して通り抜けてケベック市に達した。荒野を通る大変な行軍のために残っている兵士は飢えており、物資や装備も欠けていた。,イギリス軍は、どこへ逃げ出したか?,ケベック市,Lexical variation (synonymy)
26005,2,カナダ侵攻作戦,大陸軍から2つの遠征隊が派遣された。1隊はリチャード・モントゴメリー将軍の指揮で1775年の8月下旬にタイコンデロガ砦から出発し、9月半ばにモントリオールの南にある主要防御地点であるセントジョンズ砦の包囲を始めた。11月にこの砦を落とされた後で、イギリス軍のガイ・カールトン将軍はモントリオールを放棄してケベック市に逃亡した。モントゴメリーはモントリオールを占領したときにカールトン将軍をもう少しで捕まえるところだった。もう1隊はベネディクト・アーノルドの指揮でマサチューセッツ湾植民地のケンブリッジを出発し、メインの荒野を艱難辛苦して通り抜けてケベック市に達した。荒野を通る大変な行軍のために残っている兵士は飢えており、物資や装備も欠けていた。,モントリオールからイギリス軍を追い出したのは、誰の率いる遠征隊だったか?,リチャード・モントゴメリー,Multiple sentence reasoning
26006,3,カナダ侵攻作戦,2隊は12月にケベック市の前で合流し、1775年の大晦日、暴風雪の中でケベック市を強襲した。この戦闘でモントゴメリーは戦死し、アーノルドは負傷したが、市を守るイギリス軍にはほとんど損失が無く、大陸軍にとって悲惨な敗北になった。その後アーノルドは無益な市の包囲を始めたが、その間に行われた情報宣伝活動によってロイヤリストを支持する声が高まり、またモントリオールでのデイビッド・ウースター将軍の失政には大陸軍を中傷する者だけでなく支持する者からも不満の声が上がった。,2隊はどこで合流したの?,ケベック市,Syntactic variation
26007,3,カナダ侵攻作戦,2隊は12月にケベック市の前で合流し、1775年の大晦日、暴風雪の中でケベック市を強襲した。この戦闘でモントゴメリーは戦死し、アーノルドは負傷したが、市を守るイギリス軍にはほとんど損失が無く、大陸軍にとって悲惨な敗北になった。その後アーノルドは無益な市の包囲を始めたが、その間に行われた情報宣伝活動によってロイヤリストを支持する声が高まり、またモントリオールでのデイビッド・ウースター将軍の失政には大陸軍を中傷する者だけでなく支持する者からも不満の声が上がった。,2隊の二人の指揮官のうち、この戦闘で戦死したのは、誰ですか?,モントゴメリー,Lexical variation (world knowledge)
26008,3,カナダ侵攻作戦,2隊は12月にケベック市の前で合流し、1775年の大晦日、暴風雪の中でケベック市を強襲した。この戦闘でモントゴメリーは戦死し、アーノルドは負傷したが、市を守るイギリス軍にはほとんど損失が無く、大陸軍にとって悲惨な敗北になった。その後アーノルドは無益な市の包囲を始めたが、その間に行われた情報宣伝活動によってロイヤリストを支持する声が高まり、またモントリオールでのデイビッド・ウースター将軍の失政には大陸軍を中傷する者だけでなく支持する者からも不満の声が上がった。,大陸軍とイギリス軍のうち、この戦闘による損傷があまり大きくなかったのは、どちらか?,イギリス軍,Lexical variation (world knowledge)
26009,3,カナダ侵攻作戦,2隊は12月にケベック市の前で合流し、1775年の大晦日、暴風雪の中でケベック市を強襲した。この戦闘でモントゴメリーは戦死し、アーノルドは負傷したが、市を守るイギリス軍にはほとんど損失が無く、大陸軍にとって悲惨な敗北になった。その後アーノルドは無益な市の包囲を始めたが、その間に行われた情報宣伝活動によってロイヤリストを支持する声が高まり、またモントリオールでのデイビッド・ウースター将軍の失政には大陸軍を中傷する者だけでなく支持する者からも不満の声が上がった。,負傷はしたが生き残ったアーノルドは、どこの包囲をつづけたか?,ケベック市,Multiple sentence reasoning
26010,4,カナダ侵攻作戦,イギリス軍は1776年5月にケベック地方の戦力を補強するために、ジョン・バーゴイン将軍とドイツ人傭兵を含む数千名の援軍を派遣した。増援を得たカールトンは大陸軍に反撃を試み、天然痘で弱り組織が乱れていた大陸軍を7月にはタイコンデロガ砦まで押し戻した。一方アーノルド指揮下の大陸軍はイギリス軍の歩みを遅らせることに成功し、1776年の間はタイコンデロガ砦への攻撃をできないようにした。この侵攻作戦の終了後、バーゴインがハドソン川流域の支配を目指した1777年のサラトガ方面作戦に続いた。,ケベック地方への援軍が派遣されたのは、いつのことなの?,1776年5月,Syntactic variation
26011,4,カナダ侵攻作戦,イギリス軍は1776年5月にケベック地方の戦力を補強するために、ジョン・バーゴイン将軍とドイツ人傭兵を含む数千名の援軍を派遣した。増援を得たカールトンは大陸軍に反撃を試み、天然痘で弱り組織が乱れていた大陸軍を7月にはタイコンデロガ砦まで押し戻した。一方アーノルド指揮下の大陸軍はイギリス軍の歩みを遅らせることに成功し、1776年の間はタイコンデロガ砦への攻撃をできないようにした。この侵攻作戦の終了後、バーゴインがハドソン川流域の支配を目指した1777年のサラトガ方面作戦に続いた。,ケベック地方への援軍には、ドイツ人傭兵と誰の率いる部隊が含まれましたか?,ジョン・バーゴイン,Lexical variation (world knowledge)
26012,4,カナダ侵攻作戦,イギリス軍は1776年5月にケベック地方の戦力を補強するために、ジョン・バーゴイン将軍とドイツ人傭兵を含む数千名の援軍を派遣した。増援を得たカールトンは大陸軍に反撃を試み、天然痘で弱り組織が乱れていた大陸軍を7月にはタイコンデロガ砦まで押し戻した。一方アーノルド指揮下の大陸軍はイギリス軍の歩みを遅らせることに成功し、1776年の間はタイコンデロガ砦への攻撃をできないようにした。この侵攻作戦の終了後、バーゴインがハドソン川流域の支配を目指した1777年のサラトガ方面作戦に続いた。,サラトガ方面作戦は、何年に行われた作戦であるか?,1777年,Lexical variation (world knowledge)
26013,4,カナダ侵攻作戦,イギリス軍は1776年5月にケベック地方の戦力を補強するために、ジョン・バーゴイン将軍とドイツ人傭兵を含む数千名の援軍を派遣した。増援を得たカールトンは大陸軍に反撃を試み、天然痘で弱り組織が乱れていた大陸軍を7月にはタイコンデロガ砦まで押し戻した。一方アーノルド指揮下の大陸軍はイギリス軍の歩みを遅らせることに成功し、1776年の間はタイコンデロガ砦への攻撃をできないようにした。この侵攻作戦の終了後、バーゴインがハドソン川流域の支配を目指した1777年のサラトガ方面作戦に続いた。,サラトガ方面作戦は誰が行った作戦なのか?,ジョン・バーゴイン,Multiple sentence reasoning
26014,5,カナダ侵攻作戦,大陸軍の本軍事作戦の目的地であるイギリス領ケベックは、1775年の時点では「カナダ」と呼ばれることが多かった。例えば第二次大陸会議がフィリップ・スカイラー将軍に出した侵攻作戦の承認文では、もしも「カナダ人にとって不愉快でない」のであれば、「即座にセントジョン砦、モントリオールおよびかの国の如何なる所も占領すること」、そして「カナダでは」植民地の「平和と安全を促進」する「如何なる手段も追求すること」という文言があった。この作戦を詳細に語る比較的現代の歴史書であっても、その表題にカナダを使っている。イギリスがケベックと呼んだこの領土は、フランスがフレンチ・インディアン戦争を正式に終えパリ条約でイギリスに同地を割譲する1763年までは、フランス領カナダ植民地と呼ばれていた(フランス軍は1760年にこの植民地をイギリス軍に明け渡していた),1775年の時点で「カナダ」と呼ばれることが多かったのは、どこなの?,イギリス領ケベック,Syntactic variation
26015,5,カナダ侵攻作戦,大陸軍の本軍事作戦の目的地であるイギリス領ケベックは、1775年の時点では「カナダ」と呼ばれることが多かった。例えば第二次大陸会議がフィリップ・スカイラー将軍に出した侵攻作戦の承認文では、もしも「カナダ人にとって不愉快でない」のであれば、「即座にセントジョン砦、モントリオールおよびかの国の如何なる所も占領すること」、そして「カナダでは」植民地の「平和と安全を促進」する「如何なる手段も追求すること」という文言があった。この作戦を詳細に語る比較的現代の歴史書であっても、その表題にカナダを使っている。イギリスがケベックと呼んだこの領土は、フランスがフレンチ・インディアン戦争を正式に終えパリ条約でイギリスに同地を割譲する1763年までは、フランス領カナダ植民地と呼ばれていた(フランス軍は1760年にこの植民地をイギリス軍に明け渡していた),イギリス領ケベックを「カナダ」呼んだという例として、挙げられているのは、誰が出した侵攻作戦の承認文ですか?,第二次大陸会議,Lexical variation (world knowledge)
26016,5,カナダ侵攻作戦,大陸軍の本軍事作戦の目的地であるイギリス領ケベックは、1775年の時点では「カナダ」と呼ばれることが多かった。例えば第二次大陸会議がフィリップ・スカイラー将軍に出した侵攻作戦の承認文では、もしも「カナダ人にとって不愉快でない」のであれば、「即座にセントジョン砦、モントリオールおよびかの国の如何なる所も占領すること」、そして「カナダでは」植民地の「平和と安全を促進」する「如何なる手段も追求すること」という文言があった。この作戦を詳細に語る比較的現代の歴史書であっても、その表題にカナダを使っている。イギリスがケベックと呼んだこの領土は、フランスがフレンチ・インディアン戦争を正式に終えパリ条約でイギリスに同地を割譲する1763年までは、フランス領カナダ植民地と呼ばれていた(フランス軍は1760年にこの植民地をイギリス軍に明け渡していた),どの条約を基点に、ケベックを占領する国家が再びイギリスに変わったか?,パリ条約,Lexical variation (world knowledge)
