question_id,context_id,title,context,question,answer,question_type
1,1,フランシスコ_(ローマ教皇),"フランシスコ(羅:Franciscus、伊:Francesco、西:Francisco、英:Francis、1936年12月17日-)は、第266代ローマ教皇(在位:2013年3月13日-)。
就任は3月19日であり、この日にサン・ピエトロ広場において就任ミサを執り行った。
新教皇の選出にあたり、日本のカトリック中央協議会は声明を発し、枢機卿自身は「フランチェスコ」とイタリア語で発音したが、「日本では英語の発音で『アッシジの聖フランシスコ』との呼び名が定着している」ので、混乱を避けるために「報道機関も英語読みで統一してほしい」と要請した。
そのとき、併せてアッシジのフランチェスコとの混同を避けるために「日本の教会は1世を付けて呼んでいく」と付言したが、その後教皇庁大使館より日本カトリック中央協議会に通知があり、新教皇名には「1世」を付けないことになり、新教皇名を「教皇フランシスコ」として各小教区・信徒・司祭・修道者に周知するよう指示がなされた。
なお、本項目ではローマ教皇着座前の言動に関しては「ホルヘ・マリオ・ベルゴリオ」、着座後の言動に関しては「フランシスコ」と呼称を区別する。",フランシスコは何年からローマ教皇に就きましたか?,2013年,Lexical variation (synonymy)
2,1,フランシスコ_(ローマ教皇),"フランシスコ(羅:Franciscus、伊:Francesco、西:Francisco、英:Francis、1936年12月17日-)は、第266代ローマ教皇(在位:2013年3月13日-)。
就任は3月19日であり、この日にサン・ピエトロ広場において就任ミサを執り行った。
新教皇の選出にあたり、日本のカトリック中央協議会は声明を発し、枢機卿自身は「フランチェスコ」とイタリア語で発音したが、「日本では英語の発音で『アッシジの聖フランシスコ』との呼び名が定着している」ので、混乱を避けるために「報道機関も英語読みで統一してほしい」と要請した。
そのとき、併せてアッシジのフランチェスコとの混同を避けるために「日本の教会は1世を付けて呼んでいく」と付言したが、その後教皇庁大使館より日本カトリック中央協議会に通知があり、新教皇名には「1世」を付けないことになり、新教皇名を「教皇フランシスコ」として各小教区・信徒・司祭・修道者に周知するよう指示がなされた。
なお、本項目ではローマ教皇着座前の言動に関しては「ホルヘ・マリオ・ベルゴリオ」、着座後の言動に関しては「フランシスコ」と呼称を区別する。",2013年3月13日に就任したローマ教皇は第何代目ですか?,第266代,Lexical variation (synonymy)
3,2,フランシスコ_(ローマ教皇),"ホルヘ・マリオ・ベルゴリオ(JorgeMarioBergoglio)は、1936年にアルゼンチンの首都ブエノスアイレス特別区フローレス区で、イタリア系移民の子として生まれた。
父のマリオ・ホセ・ベルゴリオは、ピエモンテ州のポルタコマーロ出身の鉄道職員であり、母のレジーナ・マリア・シヴォリもまたイタリア系移民の子で、ブエノスアイレス出身である。
夫婦は中流の労働者階層で5子をもうけたが、ホルヘ・マリオは幼少期に感染症により右肺の一部を摘出している。
マリオ・ホセはホルヘ・マリオが小学校を卒業すると「教育上の配慮から」会計士事務所に働きに出された。
サレジオ会が経営するラモス・メジア・サレジオ学院(現ウィルフリド・バロン学院)を経て、ブエノスアイレス大学で化学を学び学士号を取得した。",ホルヘ・マリオの出身国はどこ?,アルゼンチン,Lexical variation (world knowledge)
4,2,フランシスコ_(ローマ教皇),"ホルヘ・マリオ・ベルゴリオ(JorgeMarioBergoglio)は、1936年にアルゼンチンの首都ブエノスアイレス特別区フローレス区で、イタリア系移民の子として生まれた。
父のマリオ・ホセ・ベルゴリオは、ピエモンテ州のポルタコマーロ出身の鉄道職員であり、母のレジーナ・マリア・シヴォリもまたイタリア系移民の子で、ブエノスアイレス出身である。
夫婦は中流の労働者階層で5子をもうけたが、ホルヘ・マリオは幼少期に感染症により右肺の一部を摘出している。
マリオ・ホセはホルヘ・マリオが小学校を卒業すると「教育上の配慮から」会計士事務所に働きに出された。
サレジオ会が経営するラモス・メジア・サレジオ学院(現ウィルフリド・バロン学院)を経て、ブエノスアイレス大学で化学を学び学士号を取得した。",ホルヘ・マリオの出生年はいつ?,1936年,Lexical variation (world knowledge)
5,2,フランシスコ_(ローマ教皇),"ホルヘ・マリオ・ベルゴリオ(JorgeMarioBergoglio)は、1936年にアルゼンチンの首都ブエノスアイレス特別区フローレス区で、イタリア系移民の子として生まれた。
父のマリオ・ホセ・ベルゴリオは、ピエモンテ州のポルタコマーロ出身の鉄道職員であり、母のレジーナ・マリア・シヴォリもまたイタリア系移民の子で、ブエノスアイレス出身である。
夫婦は中流の労働者階層で5子をもうけたが、ホルヘ・マリオは幼少期に感染症により右肺の一部を摘出している。
マリオ・ホセはホルヘ・マリオが小学校を卒業すると「教育上の配慮から」会計士事務所に働きに出された。
サレジオ会が経営するラモス・メジア・サレジオ学院(現ウィルフリド・バロン学院)を経て、ブエノスアイレス大学で化学を学び学士号を取得した。",ホルヘ・マリオの父親の職業は?,鉄道職員,Lexical variation (world knowledge)
6,3,フランシスコ_(ローマ教皇),"ベルゴリオは1958年3月11日にイエズス会に入会し、ブエノスアイレス特別区ビジャ・デボート区の神学校で司祭になるための勉強を始め、1963年チリで教養課程終了後、ブエノスアイレス州サンミゲル市のサン・ホセ神学院で哲学を学んだ。
その後1964年から1965年にかけて、サンタフェ州の無原罪(インマクラーダ)学院で文学と心理学の教鞭を執ることになり、1966年にはブエノスアイレスのサルバドーレ学院でも同じ教科を教えた。
1967年、ベルゴリオは本格的に神学の勉強を再開し、ブエノスアイレス州のサン・ミゲル神学院に進学。",ベルゴリオが哲学を勉強した学校はどこ?,サン・ホセ神学院,Lexical variation (synonymy)
7,3,フランシスコ_(ローマ教皇),"ベルゴリオは1958年3月11日にイエズス会に入会し、ブエノスアイレス特別区ビジャ・デボート区の神学校で司祭になるための勉強を始め、1963年チリで教養課程終了後、ブエノスアイレス州サンミゲル市のサン・ホセ神学院で哲学を学んだ。
その後1964年から1965年にかけて、サンタフェ州の無原罪(インマクラーダ)学院で文学と心理学の教鞭を執ることになり、1966年にはブエノスアイレスのサルバドーレ学院でも同じ教科を教えた。
1967年、ベルゴリオは本格的に神学の勉強を再開し、ブエノスアイレス州のサン・ミゲル神学院に進学。",インマクラーダ学院の次に文学と心理学を教えた学院はどこでしたか?,サルバドーレ学院,Lexical variation (world knowledge)
8,4,フランシスコ_(ローマ教皇),"1969年12月13日にはラモン・ホセ・カステジャーノ大司教によって司祭に叙階された。
1970年には修士号を取得。
1972年から1973年の間、サン・ミゲルのヴッラ・バリラリ修練院修練長を経て、神学の教授、管区顧問、神学院院長に就任した。
その指導力を高く評価されたベルゴリオは、1973年7月31日にアルゼンチン管区長に任ぜられ、1979年までの6年間この職を務めた。
1980年から1986年の間にはサン・ミゲルの神学校の神学科・哲学科院長、サン・ミゲル教区のサン・ホセ小教区の主任司祭を務める。
1986年3月には博士号取得の為、ドイツのフランクフルトにあるイエズス会が運営する聖ゲオルク神学院(ザンクト・ゲオルク神学院)に在籍。
同僚の話によると、この時期ベルゴリオはドイツの神学者ロマーノ・グアルディーニに興味を示していたという。
その後アルゼンチンに帰国し、サルバドーレ学院院長を経て、コルドバで霊的指導者・聴罪司祭を務める。",ベルゴリオが務めた期間が長かったのは、アルゼンチン管区長とヴッラ・バリラリ修練院修練長のどちらですか?,アルゼンチン管区長,Logical reasoning
9,4,フランシスコ_(ローマ教皇),"1969年12月13日にはラモン・ホセ・カステジャーノ大司教によって司祭に叙階された。
1970年には修士号を取得。
1972年から1973年の間、サン・ミゲルのヴッラ・バリラリ修練院修練長を経て、神学の教授、管区顧問、神学院院長に就任した。
その指導力を高く評価されたベルゴリオは、1973年7月31日にアルゼンチン管区長に任ぜられ、1979年までの6年間この職を務めた。
1980年から1986年の間にはサン・ミゲルの神学校の神学科・哲学科院長、サン・ミゲル教区のサン・ホセ小教区の主任司祭を務める。
1986年3月には博士号取得の為、ドイツのフランクフルトにあるイエズス会が運営する聖ゲオルク神学院(ザンクト・ゲオルク神学院)に在籍。
同僚の話によると、この時期ベルゴリオはドイツの神学者ロマーノ・グアルディーニに興味を示していたという。
その後アルゼンチンに帰国し、サルバドーレ学院院長を経て、コルドバで霊的指導者・聴罪司祭を務める。",アルゼンチンに帰国するまで、ベルゴリオが滞在していた国はどこでしたか?,ドイツ,Lexical variation (world knowledge)
10,5,フランシスコ_(ローマ教皇),"また、この時期ドイツのアウクスブルクにある聖ペトロ・ペルラッハ教会で『結び目を解(ほど)くマリア』の絵に出会い、複製をつくる許可を得て、この画像の絵葉書をアルゼンチンに持ち帰っている。
これはアルゼンチンのマリア崇敬にとってマリアへの重要な捧げものとなった。
リオデジャネイロの宗教学研究所の「レジーナ・ノヴァエス」によれば、こうしてもたらされた『結び目を解くマリア』は「悩みをかかえる人々を惹きつけた」という。
2005年にベネディクト16世に贈呈したカリス(聖杯)にも『結び目を解くマリア』の姿を描かせている。
宣教活動視察のため、1987年に来日している。",『結び目を解くマリア』はどこの教会にありましたか?,聖ペトロ・ペルラッハ教会,Syntactic variation
