question_id,context_id,title,context,question,answer,question_type
1,1,2019新型コロナウイルス,"新型コロナウイルスは、2019年11月に発生が確認され、同年12月31日に最初に世界保健機関(WHO)に報告された。その後2019年から翌2020年にかけて発生した中国武漢でのアウトブレイクにおいて肺炎患者の核酸検査陽性患者サンプルにより、ゲノム配列が決定された。
2020年1月20日、病原体を調査している中国・国家衛生健康委員会(NHC)専門家の鍾南山グループ長は、広東省でヒトからヒトへの感染(ヒト-ヒト感染)が確認されたと発表した。新しいコロナウイルスに対する特定の治療法はないが、既存の抗ウイルス薬を流用することはできるとしている。
2020年1月下旬時点での主要なアウトブレイクは中国大陸に限局されていたが、その後は東アジア・ヨーロッパを中心とし世界各地に拡散しつつある。",新型コロナウイルスの発生が確認されたのはいつか?,2019年11月,Syntactic variation
2,2,2019新型コロナウイルス,"このウイルスの完全ゲノム配列は上海公共衛生臨床センター、武漢中心医院、華中科技大学、武漢市疾病予防控制中心、中国疾病予防控制中心感染症予防管理所、中国疾病管理予防センター、シドニー大学らの協力によって解読され、シドニー大学のエドワード・C・ホルムズ教授の協力の下、上海公共衛生臨床センターの張永振教授によって2020年1月11日にVirological.org上に公開された。
その後、1月14日には国際核酸配列データベースGenBankで正式に公開されている。他種のコロナウイルスと比較すると、中国浙江省舟山市のコウモリで発見したSARSウイルスに一番近く、コウモリSARSウイルス、ヒトSARSウイルス、ジャコウネコSARSウイルスとも80%近くの類似度を持つことが、香港大学微生物学科感染症専門の袁国勇教授により報告されている。このウイルスは、国際ウイルス分類委員会(ICTV)により、SARSコロナウイルス(SARS-CoV)と同じベータコロナウイルス属のSARS関連コロナウイルス(SARSr-CoV)という種に属すとの見解が示されている。また、SARSコロナウイルス(SARS-CoV)の姉妹系統であるとし、SARS-CoV-2(SevereAcuteRespiratorySyndromeCoronaVirus2)と分類、命名されている。
HCoV-229E、HCoV-OC43、SARSコロナウイルス(SARS-CoV)、MERSコロナウイルス(MERS-CoV)、HCoV-NL63、HCoV-HKU1に次いで出現した、ヒトに対して病原性を有する7番目のコロナウイルスである。
SARS-CoV-2は、SARSコロナウイルスと同種ではあるが直接の子孫とは考えられていない。元々コウモリなどの野生動物が保因していたものが、それぞれ独立してヒトに伝播、ヒトへの感染能力を獲得したと考えられている。",このウイルスの完全ゲノム配列がVirological.org上に公開されたのはいつか?,2020年1月11日,Syntactic variation
3,2,2019新型コロナウイルス,"このウイルスの完全ゲノム配列は上海公共衛生臨床センター、武漢中心医院、華中科技大学、武漢市疾病予防控制中心、中国疾病予防控制中心感染症予防管理所、中国疾病管理予防センター、シドニー大学らの協力によって解読され、シドニー大学のエドワード・C・ホルムズ教授の協力の下、上海公共衛生臨床センターの張永振教授によって2020年1月11日にVirological.org上に公開された。
その後、1月14日には国際核酸配列データベースGenBankで正式に公開されている。他種のコロナウイルスと比較すると、中国浙江省舟山市のコウモリで発見したSARSウイルスに一番近く、コウモリSARSウイルス、ヒトSARSウイルス、ジャコウネコSARSウイルスとも80%近くの類似度を持つことが、香港大学微生物学科感染症専門の袁国勇教授により報告されている。このウイルスは、国際ウイルス分類委員会(ICTV)により、SARSコロナウイルス(SARS-CoV)と同じベータコロナウイルス属のSARS関連コロナウイルス(SARSr-CoV)という種に属すとの見解が示されている。また、SARSコロナウイルス(SARS-CoV)の姉妹系統であるとし、SARS-CoV-2(SevereAcuteRespiratorySyndromeCoronaVirus2)と分類、命名されている。
HCoV-229E、HCoV-OC43、SARSコロナウイルス(SARS-CoV)、MERSコロナウイルス(MERS-CoV)、HCoV-NL63、HCoV-HKU1に次いで出現した、ヒトに対して病原性を有する7番目のコロナウイルスである。
SARS-CoV-2は、SARSコロナウイルスと同種ではあるが直接の子孫とは考えられていない。元々コウモリなどの野生動物が保因していたものが、それぞれ独立してヒトに伝播、ヒトへの感染能力を獲得したと考えられている。",2020年1月11日にこのウイルスの完全ゲノム配列をどこに公開したのか?,Virological.org,Lexical variation (world knowledge)
4,2,2019新型コロナウイルス,"このウイルスの完全ゲノム配列は上海公共衛生臨床センター、武漢中心医院、華中科技大学、武漢市疾病予防控制中心、中国疾病予防控制中心感染症予防管理所、中国疾病管理予防センター、シドニー大学らの協力によって解読され、シドニー大学のエドワード・C・ホルムズ教授の協力の下、上海公共衛生臨床センターの張永振教授によって2020年1月11日にVirological.org上に公開された。
その後、1月14日には国際核酸配列データベースGenBankで正式に公開されている。他種のコロナウイルスと比較すると、中国浙江省舟山市のコウモリで発見したSARSウイルスに一番近く、コウモリSARSウイルス、ヒトSARSウイルス、ジャコウネコSARSウイルスとも80%近くの類似度を持つことが、香港大学微生物学科感染症専門の袁国勇教授により報告されている。このウイルスは、国際ウイルス分類委員会(ICTV)により、SARSコロナウイルス(SARS-CoV)と同じベータコロナウイルス属のSARS関連コロナウイルス(SARSr-CoV)という種に属すとの見解が示されている。また、SARSコロナウイルス(SARS-CoV)の姉妹系統であるとし、SARS-CoV-2(SevereAcuteRespiratorySyndromeCoronaVirus2)と分類、命名されている。
HCoV-229E、HCoV-OC43、SARSコロナウイルス(SARS-CoV)、MERSコロナウイルス(MERS-CoV)、HCoV-NL63、HCoV-HKU1に次いで出現した、ヒトに対して病原性を有する7番目のコロナウイルスである。
SARS-CoV-2は、SARSコロナウイルスと同種ではあるが直接の子孫とは考えられていない。元々コウモリなどの野生動物が保因していたものが、それぞれ独立してヒトに伝播、ヒトへの感染能力を獲得したと考えられている。",このウイルスの完全ゲノム配列が国際核酸配列データベースGenBankで正式に公開されてのはいつか?,1月14日,Lexical variation (world knowledge)
5,2,2019新型コロナウイルス,"このウイルスの完全ゲノム配列は上海公共衛生臨床センター、武漢中心医院、華中科技大学、武漢市疾病予防控制中心、中国疾病予防控制中心感染症予防管理所、中国疾病管理予防センター、シドニー大学らの協力によって解読され、シドニー大学のエドワード・C・ホルムズ教授の協力の下、上海公共衛生臨床センターの張永振教授によって2020年1月11日にVirological.org上に公開された。
その後、1月14日には国際核酸配列データベースGenBankで正式に公開されている。他種のコロナウイルスと比較すると、中国浙江省舟山市のコウモリで発見したSARSウイルスに一番近く、コウモリSARSウイルス、ヒトSARSウイルス、ジャコウネコSARSウイルスとも80%近くの類似度を持つことが、香港大学微生物学科感染症専門の袁国勇教授により報告されている。このウイルスは、国際ウイルス分類委員会(ICTV)により、SARSコロナウイルス(SARS-CoV)と同じベータコロナウイルス属のSARS関連コロナウイルス(SARSr-CoV)という種に属すとの見解が示されている。また、SARSコロナウイルス(SARS-CoV)の姉妹系統であるとし、SARS-CoV-2(SevereAcuteRespiratorySyndromeCoronaVirus2)と分類、命名されている。
HCoV-229E、HCoV-OC43、SARSコロナウイルス(SARS-CoV)、MERSコロナウイルス(MERS-CoV)、HCoV-NL63、HCoV-HKU1に次いで出現した、ヒトに対して病原性を有する7番目のコロナウイルスである。
SARS-CoV-2は、SARSコロナウイルスと同種ではあるが直接の子孫とは考えられていない。元々コウモリなどの野生動物が保因していたものが、それぞれ独立してヒトに伝播、ヒトへの感染能力を獲得したと考えられている。",このウイルスの完全ゲノム配列は1月14日、どこで正式に公開されたか?,国際核酸配列データベースGenBank,Lexical variation (world knowledge)
6,2,2019新型コロナウイルス,"このウイルスの完全ゲノム配列は上海公共衛生臨床センター、武漢中心医院、華中科技大学、武漢市疾病予防控制中心、中国疾病予防控制中心感染症予防管理所、中国疾病管理予防センター、シドニー大学らの協力によって解読され、シドニー大学のエドワード・C・ホルムズ教授の協力の下、上海公共衛生臨床センターの張永振教授によって2020年1月11日にVirological.org上に公開された。
その後、1月14日には国際核酸配列データベースGenBankで正式に公開されている。他種のコロナウイルスと比較すると、中国浙江省舟山市のコウモリで発見したSARSウイルスに一番近く、コウモリSARSウイルス、ヒトSARSウイルス、ジャコウネコSARSウイルスとも80%近くの類似度を持つことが、香港大学微生物学科感染症専門の袁国勇教授により報告されている。このウイルスは、国際ウイルス分類委員会(ICTV)により、SARSコロナウイルス(SARS-CoV)と同じベータコロナウイルス属のSARS関連コロナウイルス(SARSr-CoV)という種に属すとの見解が示されている。また、SARSコロナウイルス(SARS-CoV)の姉妹系統であるとし、SARS-CoV-2(SevereAcuteRespiratorySyndromeCoronaVirus2)と分類、命名されている。
HCoV-229E、HCoV-OC43、SARSコロナウイルス(SARS-CoV)、MERSコロナウイルス(MERS-CoV)、HCoV-NL63、HCoV-HKU1に次いで出現した、ヒトに対して病原性を有する7番目のコロナウイルスである。
SARS-CoV-2は、SARSコロナウイルスと同種ではあるが直接の子孫とは考えられていない。元々コウモリなどの野生動物が保因していたものが、それぞれ独立してヒトに伝播、ヒトへの感染能力を獲得したと考えられている。",このウイルスはヒトに対して病原性を有する何番目のコロナウイルスであるか?,7番目,Syntactic variation
7,3,2019新型コロナウイルス,"ウイルス粒子(ビリオン)は、50~200nmほどの大きさである。一般的なコロナウイルスと同様に、スパイク、ヌクレオ、内在性膜タンパク質、エンベロープタンパク質として知られる4つのたんぱく質と、RNAより構成されている。このうちヌクレオがRNAと結合してヌクレオカプシドを形成し、脂質と結合したスパイク、内在性膜タンパク質、エンベロープタンパク質がその周りを取り囲んでエンベロープを形成する。エンベロープの最も外側に位置するスパイクは、生体内のACE2受容体に結合して細胞への感染を可能とする。ヒトへの感染にACE2受容体を利用する点はSARSコロナウイルスと共通しており、DPP-4受容体を利用するMERSコロナウイルスや、APNを利用するヒトコロナウイルス229Eとは異なる。ウイルスゲノムは29,903塩基で、一本鎖プラス鎖RNAウイルスである。
タンパク質やRNAのSARSウイルスとの相同性は、スパイクが76.0%、ヌクレオが90.6%、内在性膜タンパク質が90.1%、エンベロープタンパク質が94.7%、RNAが80%となっている。一方で別種のコロナウイルスであるMERSコロナウイルスとは、それぞれ4.6%、7.6%、6.3%、30.5%、50%しか一致していない。",ウイルス粒子(ビリオン)は、どれほどの大きさであるか?,50~200nm,Syntactic variation
8,3,2019新型コロナウイルス,"ウイルス粒子(ビリオン)は、50~200nmほどの大きさである。一般的なコロナウイルスと同様に、スパイク、ヌクレオ、内在性膜タンパク質、エンベロープタンパク質として知られる4つのたんぱく質と、RNAより構成されている。このうちヌクレオがRNAと結合してヌクレオカプシドを形成し、脂質と結合したスパイク、内在性膜タンパク質、エンベロープタンパク質がその周りを取り囲んでエンベロープを形成する。エンベロープの最も外側に位置するスパイクは、生体内のACE2受容体に結合して細胞への感染を可能とする。ヒトへの感染にACE2受容体を利用する点はSARSコロナウイルスと共通しており、DPP-4受容体を利用するMERSコロナウイルスや、APNを利用するヒトコロナウイルス229Eとは異なる。ウイルスゲノムは29,903塩基で、一本鎖プラス鎖RNAウイルスである。
タンパク質やRNAのSARSウイルスとの相同性は、スパイクが76.0%、ヌクレオが90.6%、内在性膜タンパク質が90.1%、エンベロープタンパク質が94.7%、RNAが80%となっている。一方で別種のコロナウイルスであるMERSコロナウイルスとは、それぞれ4.6%、7.6%、6.3%、30.5%、50%しか一致していない。",ヒトへの感染にACE2受容体を利用する点において、このウイルスはどのウイルスと共通しているのか?,SARSコロナウイルス,Lexical variation (world knowledge)
9,3,2019新型コロナウイルス,"ウイルス粒子(ビリオン)は、50~200nmほどの大きさである。一般的なコロナウイルスと同様に、スパイク、ヌクレオ、内在性膜タンパク質、エンベロープタンパク質として知られる4つのたんぱく質と、RNAより構成されている。このうちヌクレオがRNAと結合してヌクレオカプシドを形成し、脂質と結合したスパイク、内在性膜タンパク質、エンベロープタンパク質がその周りを取り囲んでエンベロープを形成する。エンベロープの最も外側に位置するスパイクは、生体内のACE2受容体に結合して細胞への感染を可能とする。ヒトへの感染にACE2受容体を利用する点はSARSコロナウイルスと共通しており、DPP-4受容体を利用するMERSコロナウイルスや、APNを利用するヒトコロナウイルス229Eとは異なる。ウイルスゲノムは29,903塩基で、一本鎖プラス鎖RNAウイルスである。
タンパク質やRNAのSARSウイルスとの相同性は、スパイクが76.0%、ヌクレオが90.6%、内在性膜タンパク質が90.1%、エンベロープタンパク質が94.7%、RNAが80%となっている。一方で別種のコロナウイルスであるMERSコロナウイルスとは、それぞれ4.6%、7.6%、6.3%、30.5%、50%しか一致していない。",DPP-4受容体を利用するのはどのウイルスなのか?,MERSコロナウイルス,Syntactic variation
10,3,2019新型コロナウイルス,"ウイルス粒子(ビリオン)は、50~200nmほどの大きさである。一般的なコロナウイルスと同様に、スパイク、ヌクレオ、内在性膜タンパク質、エンベロープタンパク質として知られる4つのたんぱく質と、RNAより構成されている。このうちヌクレオがRNAと結合してヌクレオカプシドを形成し、脂質と結合したスパイク、内在性膜タンパク質、エンベロープタンパク質がその周りを取り囲んでエンベロープを形成する。エンベロープの最も外側に位置するスパイクは、生体内のACE2受容体に結合して細胞への感染を可能とする。ヒトへの感染にACE2受容体を利用する点はSARSコロナウイルスと共通しており、DPP-4受容体を利用するMERSコロナウイルスや、APNを利用するヒトコロナウイルス229Eとは異なる。ウイルスゲノムは29,903塩基で、一本鎖プラス鎖RNAウイルスである。
タンパク質やRNAのSARSウイルスとの相同性は、スパイクが76.0%、ヌクレオが90.6%、内在性膜タンパク質が90.1%、エンベロープタンパク質が94.7%、RNAが80%となっている。一方で別種のコロナウイルスであるMERSコロナウイルスとは、それぞれ4.6%、7.6%、6.3%、30.5%、50%しか一致していない。",APNを利用するのはどのウイルスなのか?,ヒトコロナウイルス229E,Syntactic variation
11,4,2019新型コロナウイルス,SARS-CoV-2の基本再生産数(R0)の見積もりに関する未査読の多くの研究は、数字の差異および評価が分かれているが、1.4-3.9と推定されている。これは無防備な状態では、SARS-CoV-2は通常、感染者1人当たり1.4から3.9人の新規感染者を生じさせるという意味である。これにより、SARS-CoV-2は少なくとも4人を連鎖的に感染させる事が確認されている。他の未査読の研究では、基本再生産数を3.30-5.47とするもの、2.13-4.82とするものがある。,無防備な状態では、SARS-CoV-2は通常、感染者1人当たり何人から何人までの新規感染者を生じさせるか?,1.4から3.9人,Syntactic variation
12,4,2019新型コロナウイルス,SARS-CoV-2の基本再生産数(R0)の見積もりに関する未査読の多くの研究は、数字の差異および評価が分かれているが、1.4-3.9と推定されている。これは無防備な状態では、SARS-CoV-2は通常、感染者1人当たり1.4から3.9人の新規感染者を生じさせるという意味である。これにより、SARS-CoV-2は少なくとも4人を連鎖的に感染させる事が確認されている。他の未査読の研究では、基本再生産数を3.30-5.47とするもの、2.13-4.82とするものがある。,SARS-CoV-2は少なくとも何人を連鎖的に感染させることが確認されているのか?,4人,Syntactic variation
13,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスは塩基配列の異なる2つの型に分類できるが、S型のほかに何があるか?,L型,Lexical variation (world knowledge)
14,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスは塩基配列の異なる2つの型に分類できるが、L型のほかに何があるか?,S型,Lexical variation (world knowledge)
15,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスを遺伝子解析した研究チームはどの国の研究チームなのか?,中国,Lexical variation (world knowledge)
16,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスの2つの型の中で、コウモリ由来のウイルスに近く古くからあるとみられるのは何型なのか?,S型,Syntactic variation
17,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスの2つの型の中で、毒性の強弱は不明だが感染力が強いとみられるのは何型なのか?,L型,Syntactic variation
18,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスの2つの型の中で、全体の3割を占めるのは何型なのか?,S型,Lexical variation (world knowledge)
19,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスの2つの型のうち、より大きい割合を占めているのは、何形か?,L型,Logical reasoning
20,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスの2つの型の中で、全体の7割を占めるのは何型なのか?,L型,Lexical variation (world knowledge)
21,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",このウイルスの2つの型のうち、より小さい割合を占めているのは、何形か?,S型,Logical reasoning
22,5,2019新型コロナウイルス,"このウイルス(中国内外の103例)を北京大学など中国の研究チームが遺伝子解析した結果、コウモリ由来のウイルスに近く古くからあるとみられるS型(全体の3割)と毒性の強弱は不明だが感染力が強いとみられるL型(全体の7割。武漢市の流行では大半を占めるが、市外の流行では現在は減少傾向にある)という塩基配列の異なる2つの型に分類できることが分かった。患者の多くは片方の型にしか感染していないものの両方の型に感染した例も確認されており、ウイルスに一度感染し症状が治っても別の型に再感染する可能性が指摘されている。中国の研究者が報告した主症状は2020年1月21日判明分で、40°C程度の高熱(98%)、乾いた咳(76%)、息切れ(55%)などである。他に、全身倦怠感、吐き気、筋肉痛等を催すと報告されている。顕著な合併症は肺炎である。しかし症状がないまま濃厚接触をしてしまう事が度々ある。
他のコロナウイルス科ウイルス感染症との鑑別は外観所見上からは難しい。ただし、発熱せずに死亡した患者もいるので、発熱検知装置だけで検出できない可能性もある。また、無症候キャリアが感染能を持つ可能性もある。
入院患者では呼吸困難や胸の圧迫感も多い。また、入院時のバイタルサインは比較的安定している。",息切れと乾いた咳のほかに、中国の研究者が2020年1月21日に報告した主症状には何があるのか?,40°C程度の高熱,Lexical variation (world knowledge)
