question_id,context_id,title,context,question,answer,question_type
1,1,第二次世界大戦,第二次世界大戦(だいにじせかいたいせん、英:WorldWarII、略称:WWII;中国語:(繁体字)第二次世界大戰、(簡体字)第二次世界大战;フランス語:SecondeGuerremondiale;ドイツ語:ZweiterWeltkrieg;ロシア語:Втораямироваявойна;ヘブライ語:מלחמתהעולםהשנייה)は、1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦、オランダ、フランス、アメリカ、中華民国などの連合国陣営との間で戦われた全世界的規模の戦争。1939年9月のドイツ軍によるポーランド侵攻と続くソビエト連邦によるポーランド侵攻、そして英仏からドイツへの宣戦布告はいずれもヨーロッパを戦場とした。その後1941年12月の日本とイギリス、アメリカ、オランダとの太平洋戦争開戦によって、戦火は文字通り全世界に拡大し、人類史上最大最悪の戦争となった。,1939年9月、ポーランド侵攻は、ソビエト連邦のほかに何軍によることだったのか?,ドイツ軍,Lexical variation (world knowledge)
2,1,第二次世界大戦,第二次世界大戦(だいにじせかいたいせん、英:WorldWarII、略称:WWII;中国語:(繁体字)第二次世界大戰、(簡体字)第二次世界大战;フランス語:SecondeGuerremondiale;ドイツ語:ZweiterWeltkrieg;ロシア語:Втораямироваявойна;ヘブライ語:מלחמתהעולםהשנייה)は、1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦、オランダ、フランス、アメリカ、中華民国などの連合国陣営との間で戦われた全世界的規模の戦争。1939年9月のドイツ軍によるポーランド侵攻と続くソビエト連邦によるポーランド侵攻、そして英仏からドイツへの宣戦布告はいずれもヨーロッパを戦場とした。その後1941年12月の日本とイギリス、アメリカ、オランダとの太平洋戦争開戦によって、戦火は文字通り全世界に拡大し、人類史上最大最悪の戦争となった。,1939年9月、ポーランド侵攻は、ドイツのほかにどの国によることだったのか?,ソビエト連邦,Lexical variation (world knowledge)
3,1,第二次世界大戦,第二次世界大戦(だいにじせかいたいせん、英:WorldWarII、略称:WWII;中国語:(繁体字)第二次世界大戰、(簡体字)第二次世界大战;フランス語:SecondeGuerremondiale;ドイツ語:ZweiterWeltkrieg;ロシア語:Втораямироваявойна;ヘブライ語:מלחמתהעולםהשנייה)は、1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦、オランダ、フランス、アメリカ、中華民国などの連合国陣営との間で戦われた全世界的規模の戦争。1939年9月のドイツ軍によるポーランド侵攻と続くソビエト連邦によるポーランド侵攻、そして英仏からドイツへの宣戦布告はいずれもヨーロッパを戦場とした。その後1941年12月の日本とイギリス、アメリカ、オランダとの太平洋戦争開戦によって、戦火は文字通り全世界に拡大し、人類史上最大最悪の戦争となった。,ドイツ軍がポーランドを侵攻したのはいつか?,1939年9月,Lexical variation (world knowledge)
4,1,第二次世界大戦,第二次世界大戦(だいにじせかいたいせん、英:WorldWarII、略称:WWII;中国語:(繁体字)第二次世界大戰、(簡体字)第二次世界大战;フランス語:SecondeGuerremondiale;ドイツ語:ZweiterWeltkrieg;ロシア語:Втораямироваявойна;ヘブライ語:מלחמתהעולםהשנייה)は、1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦、オランダ、フランス、アメリカ、中華民国などの連合国陣営との間で戦われた全世界的規模の戦争。1939年9月のドイツ軍によるポーランド侵攻と続くソビエト連邦によるポーランド侵攻、そして英仏からドイツへの宣戦布告はいずれもヨーロッパを戦場とした。その後1941年12月の日本とイギリス、アメリカ、オランダとの太平洋戦争開戦によって、戦火は文字通り全世界に拡大し、人類史上最大最悪の戦争となった。,1939年9月、ドイツ軍が侵攻したのはどの国なのか?,ポーランド,Lexical variation (world knowledge)
5,1,第二次世界大戦,第二次世界大戦(だいにじせかいたいせん、英:WorldWarII、略称:WWII;中国語:(繁体字)第二次世界大戰、(簡体字)第二次世界大战;フランス語:SecondeGuerremondiale;ドイツ語:ZweiterWeltkrieg;ロシア語:Втораямироваявойна;ヘブライ語:מלחמתהעולםהשנייה)は、1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦、オランダ、フランス、アメリカ、中華民国などの連合国陣営との間で戦われた全世界的規模の戦争。1939年9月のドイツ軍によるポーランド侵攻と続くソビエト連邦によるポーランド侵攻、そして英仏からドイツへの宣戦布告はいずれもヨーロッパを戦場とした。その後1941年12月の日本とイギリス、アメリカ、オランダとの太平洋戦争開戦によって、戦火は文字通り全世界に拡大し、人類史上最大最悪の戦争となった。,1939年9月英仏はどの国に宣戦布告をしたのか?,ドイツ,Lexical variation (world knowledge)
6,1,第二次世界大戦,第二次世界大戦(だいにじせかいたいせん、英:WorldWarII、略称:WWII;中国語:(繁体字)第二次世界大戰、(簡体字)第二次世界大战;フランス語:SecondeGuerremondiale;ドイツ語:ZweiterWeltkrieg;ロシア語:Втораямироваявойна;ヘブライ語:מלחמתהעולםהשנייה)は、1939年から1945年までの6年間、ドイツ、日本、イタリアの日独伊三国同盟を中心とする枢軸国陣営と、イギリス、ソビエト連邦、オランダ、フランス、アメリカ、中華民国などの連合国陣営との間で戦われた全世界的規模の戦争。1939年9月のドイツ軍によるポーランド侵攻と続くソビエト連邦によるポーランド侵攻、そして英仏からドイツへの宣戦布告はいずれもヨーロッパを戦場とした。その後1941年12月の日本とイギリス、アメリカ、オランダとの太平洋戦争開戦によって、戦火は文字通り全世界に拡大し、人類史上最大最悪の戦争となった。,戦火が全世界に拡大したのは、いつ起きた太平洋戦争の影響だったか?,1941年12月,Lexical variation (world knowledge)
7,2,第二次世界大戦,枢軸国は1940年に成立した三国同盟に加入した国と、それらと同盟関係にあった国を指す。対する連合国は枢軸国の攻撃を受けた国、そして1942年に成立した連合国共同宣言に署名した国を指す。ただし、すべての連合国と枢軸国が常に戦争状態にあったわけではなく、一部の相手には宣戦を行わないこともあった。しかし大戦末期には当時世界に存在した国家の大部分が連合国側に立って参戦した。また、イタリアなど連合国に降伏したあとに、枢軸国陣営に対して戦争を行った旧枢軸国も存在するが、これらは共同参戦国と呼ばれ、連合国の一員であるとはみなされなかった。枢軸国の中核となったのはドイツ、日本、イタリアの3か国、連合国の中核となったのはイギリス、ソビエト連邦、中華民国、アメリカ合衆国、フランスの5か国である。,三国同盟は何年に成立されたのか?,1940年,Syntactic variation
8,2,第二次世界大戦,枢軸国は1940年に成立した三国同盟に加入した国と、それらと同盟関係にあった国を指す。対する連合国は枢軸国の攻撃を受けた国、そして1942年に成立した連合国共同宣言に署名した国を指す。ただし、すべての連合国と枢軸国が常に戦争状態にあったわけではなく、一部の相手には宣戦を行わないこともあった。しかし大戦末期には当時世界に存在した国家の大部分が連合国側に立って参戦した。また、イタリアなど連合国に降伏したあとに、枢軸国陣営に対して戦争を行った旧枢軸国も存在するが、これらは共同参戦国と呼ばれ、連合国の一員であるとはみなされなかった。枢軸国の中核となったのはドイツ、日本、イタリアの3か国、連合国の中核となったのはイギリス、ソビエト連邦、中華民国、アメリカ合衆国、フランスの5か国である。,1940年に成立した同盟を何と言うのか?,三国同盟,Lexical variation (world knowledge)
9,2,第二次世界大戦,枢軸国は1940年に成立した三国同盟に加入した国と、それらと同盟関係にあった国を指す。対する連合国は枢軸国の攻撃を受けた国、そして1942年に成立した連合国共同宣言に署名した国を指す。ただし、すべての連合国と枢軸国が常に戦争状態にあったわけではなく、一部の相手には宣戦を行わないこともあった。しかし大戦末期には当時世界に存在した国家の大部分が連合国側に立って参戦した。また、イタリアなど連合国に降伏したあとに、枢軸国陣営に対して戦争を行った旧枢軸国も存在するが、これらは共同参戦国と呼ばれ、連合国の一員であるとはみなされなかった。枢軸国の中核となったのはドイツ、日本、イタリアの3か国、連合国の中核となったのはイギリス、ソビエト連邦、中華民国、アメリカ合衆国、フランスの5か国である。,1940年に成立した三国同盟に加入した国と、それらと同盟関係にあった国を指すのは何か?,枢軸国,Syntactic variation
10,2,第二次世界大戦,枢軸国は1940年に成立した三国同盟に加入した国と、それらと同盟関係にあった国を指す。対する連合国は枢軸国の攻撃を受けた国、そして1942年に成立した連合国共同宣言に署名した国を指す。ただし、すべての連合国と枢軸国が常に戦争状態にあったわけではなく、一部の相手には宣戦を行わないこともあった。しかし大戦末期には当時世界に存在した国家の大部分が連合国側に立って参戦した。また、イタリアなど連合国に降伏したあとに、枢軸国陣営に対して戦争を行った旧枢軸国も存在するが、これらは共同参戦国と呼ばれ、連合国の一員であるとはみなされなかった。枢軸国の中核となったのはドイツ、日本、イタリアの3か国、連合国の中核となったのはイギリス、ソビエト連邦、中華民国、アメリカ合衆国、フランスの5か国である。,連合国共同宣言は何年に成立したのか?,1942年,Syntactic variation
