question_id,context_id,title,context,question,answer,question_type
1,1,アレッポ城,アレッポ城は、シリア北部に位置する都市アレッポの旧市街の中心にある大規模な中世の要塞である。この建造物は世界で最古かつ最大の城の1つであると見なされている。城塞の丘の利用は、少なくとも紀元前3千年紀中頃にさかのぼる。その後、ギリシアや東ローマ帝国(ビザンティン帝国)、アイユーブ朝、マムルーク朝など多くの文明国によって占拠され、今日にあるその構造物の大部分は、アイユーブ朝時代に起源があると考えられる。大規模な保存事業が2000年代、アレッポ考古学協会とともにアガ・カーン・トラスト・フォー・カルチャーにより行なわれた。都市を見下ろす城塞は、1986年、国際連合教育科学文化機関(ユネスコ、UNESCO)の世界遺産に登録された古代都市アレッポの一部である。城塞は、シリア内戦により大きな損傷を受けている。,アレッポ市はどこに位置していますか。,シリア北部,Syntactic variation
2,2,アレッポ城,"20世紀後半に発見された嵐の神ハダドの古代神殿は、エブラおよびマリの楔形文字の文書に記されており、丘の利用は紀元前3千年記の中頃にさかのぼる。神殿は、ドイツの考古学者カイ・コールマイヤーらによる発掘と、そのなかで発見されたレリーフからも明らかなように、紀元前3千年記中頃から、少なくとも紀元前9世紀まで使われ続けていた。その都は紀元前2千年紀前半にヤムハドの首都となり、「ハダドの都」として知られていた。

預言者アブラハムは城塞の丘の上で彼の羊の乳を絞ったといわれる。アレッポを中心とした新ヒッタイト衰退の後、アッシリアがその区域を支配し、それに新バビロニアおよびペルシア帝国が続いた。",嵐の神ハダドの古代神殿はいつ発見されましか。,20世紀後半,Syntactic variation
3,2,アレッポ城,"20世紀後半に発見された嵐の神ハダドの古代神殿は、エブラおよびマリの楔形文字の文書に記されており、丘の利用は紀元前3千年記の中頃にさかのぼる。神殿は、ドイツの考古学者カイ・コールマイヤーらによる発掘と、そのなかで発見されたレリーフからも明らかなように、紀元前3千年記中頃から、少なくとも紀元前9世紀まで使われ続けていた。その都は紀元前2千年紀前半にヤムハドの首都となり、「ハダドの都」として知られていた。

預言者アブラハムは城塞の丘の上で彼の羊の乳を絞ったといわれる。アレッポを中心とした新ヒッタイト衰退の後、アッシリアがその区域を支配し、それに新バビロニアおよびペルシア帝国が続いた。",嵐の神ハダドの古代神殿を発掘する時中心となった人は誰なの?,カイ・コールマイヤー,Lexical variation (world knowledge)
4,3,アレッポ城,"ローマが紀元前64年にセレウコス朝を退けた後も、城塞の丘は宗教的意義を持ち続けていた。神ハダドはゼウスと同一視された。皇帝ユリアヌスは西暦363年にアレッポを訪れ、「私は一日そこに滞在し、アクロポリスを訪れて帝の習わしによりゼウスに白い牡牛を捧げ、神々の崇拝について町議会と短い話をした」と記している。城塞においてローマ期の物的な遺構はほとんど発見されていない。

ローマ帝国は395年、東西2つの部分に分割された。アレッポは東半分の東ローマ帝国にあった。7世紀のサーサーン朝の王ホスロー2世との衝突時には、都市の防壁がひどい状態にあったため、アレッポの住民が城塞に避難してきたといわれる。現在、東ローマ帝国時代からの遺構は城塞の丘でほとんど見られない。城塞内にある2つのモスクは、東ローマ帝国時代に当初建てられた教会から転換されたことが知られている。",ローマ帝国はいつ東西2つの部分に分割しましたか。,395年,Syntactic variation
5,4,アレッポ城,城塞は11世紀末の近東における十字軍駐留以降の時代にその重要度が頂点に達した。ザンギー朝の支配者イマード・アッ=ディーン・ザンギーと、それに続く息子のヌール・アッ=ディーンはアレッポとダマスカスの統合に成功し、都市への攻撃を繰り返した十字軍を押しとどめた。数名の名高い十字軍兵士が城塞に投獄され、そのなかにはそこで死亡したエデッサ伯国のジョスリン2世のほか、ルノー・ド・シャティヨン、それに2年間拘留されたエルサレムの王ボードゥアン2世がいる。アレッポとダマスカス双方における彼の多くの業績に加えて、ヌール・アッ=ディーンは都市アレッポの壁を再建し、城塞を強化した。アラブの資料は、彼が同様に、高い煉瓦壁の入口の傾斜路、宮殿、それにおそらく草に覆われた競馬場など、ほかにいくつか整備を行なったことを報告している。ヌール・アッ=ディーンはさらに2つのモスクを修復もしくは再建し、そしてアブラハムのモスクに精巧な木製のミフラーブ(聖龕)を捧げた。そのミフラーブはフランス委任統治の間に消失した。,ヌール・アッ=ディーンのお父さんは誰なの?,イマード・アッ=ディーン・ザンギー,Logical reasoning
6,5,アレッポ城,サラディンの息子アル=ザーヒル・アル=ガーズィーは、1193-1215年の間アレッポを統治した。この時代に城塞は、主要な再建と要塞化、それに今日、現在の城塞の複合体を構成する新たな構造物の追加を経ていった。君主(スルターン)ガーズィーは、上部の城壁を強化し、その露出した表面を平らに整え、入口付近の斜面の区域を石材で覆った。堀の深さは22メートルと、水路に繫がることでさらに増し、今日も城塞の入口としての役割をする高い陸橋である橋梁が架けられた。13世紀初頭の10年間に、城塞は、居住(宮殿や浴場)、宗教(モスクや聖堂)、軍事設備(兵器庫、訓練場、防衛塔、城門)、支持基盤(貯水槽や穀物倉)などの機能をもつ壮麗な都市へと発展した。最も顕著な改修は1213年に再建された城門である。君主ガーズィーはまた、城塞の2つのモスクを修復し、そして南および東の郊外など都市の防壁を拡大するとともに、その壁以上に防備の中心である城塞を整備した。,アル=ザーヒル・アル=ガーズィーの父は誰か。,サラディン,Logical reasoning
7,5,アレッポ城,サラディンの息子アル=ザーヒル・アル=ガーズィーは、1193-1215年の間アレッポを統治した。この時代に城塞は、主要な再建と要塞化、それに今日、現在の城塞の複合体を構成する新たな構造物の追加を経ていった。君主(スルターン)ガーズィーは、上部の城壁を強化し、その露出した表面を平らに整え、入口付近の斜面の区域を石材で覆った。堀の深さは22メートルと、水路に繫がることでさらに増し、今日も城塞の入口としての役割をする高い陸橋である橋梁が架けられた。13世紀初頭の10年間に、城塞は、居住(宮殿や浴場)、宗教(モスクや聖堂)、軍事設備(兵器庫、訓練場、防衛塔、城門)、支持基盤(貯水槽や穀物倉)などの機能をもつ壮麗な都市へと発展した。最も顕著な改修は1213年に再建された城門である。君主ガーズィーはまた、城塞の2つのモスクを修復し、そして南および東の郊外など都市の防壁を拡大するとともに、その壁以上に防備の中心である城塞を整備した。,アル=ザーヒル・アル=ガーズィーがアレッポを統治していたのは1193年からいつまででしたか。,1215年,Syntactic variation
8,6,ヘリコバクター・ピロリ,"ヘリコバクター・ピロリ(Helicobacterpylori)とは、ヒトなどの胃に生息するらせん型のグラム陰性微好気性細菌である。単にピロリ菌(ピロリきん)と呼ばれることもある。ヘリコバクテル・ピロリと表記されることもある。1983年にオーストラリアのロビン・ウォレンとバリー・マーシャルにより発見された。

胃の内部は胃液に含まれる塩酸によって強酸性であるため、従来は細菌が生息できない環境だと考えられていた。しかし、ヘリコバクター・ピロリはウレアーゼと呼ばれる酵素を産生しており、この酵素で胃粘液中の尿素をアンモニアと二酸化炭素に分解し、生じたアンモニアで、局所的に胃酸を中和することによって胃へ定着(感染)している。この菌の発見により動物の胃に適応して生息する細菌が存在することが明らかにされた。

ヘリコバクター・ピロリの感染は、慢性胃炎、胃潰瘍や十二指腸潰瘍のみならず、胃癌やMALTリンパ腫やびまん性大細胞型B細胞性リンパ腫などの発生に繋がることが報告されているほか、特発性血小板減少性紫斑病、小児の鉄欠乏性貧血、慢性蕁麻疹などの胃外性疾患の原因となることが明らかとなっている。細菌の中でヒト悪性腫瘍の原因となり得ることが明らかになっている病原体のひとつである。ピロリ菌検査で陰性でも胃炎など胃疾患が続く場合は、ヘリコバクター・ハイルマニイの感染が疑われることがある。

世界人口の50%以上は、消化器にピロリ菌が感染している。とりわけ先進国よりも開発途上国のほうが感染率が高い。",ヘリコバクター・ピロリが生息する器官はどこですか?,胃,Syntactic variation
9,6,ヘリコバクター・ピロリ,"ヘリコバクター・ピロリ(Helicobacterpylori)とは、ヒトなどの胃に生息するらせん型のグラム陰性微好気性細菌である。単にピロリ菌(ピロリきん)と呼ばれることもある。ヘリコバクテル・ピロリと表記されることもある。1983年にオーストラリアのロビン・ウォレンとバリー・マーシャルにより発見された。

胃の内部は胃液に含まれる塩酸によって強酸性であるため、従来は細菌が生息できない環境だと考えられていた。しかし、ヘリコバクター・ピロリはウレアーゼと呼ばれる酵素を産生しており、この酵素で胃粘液中の尿素をアンモニアと二酸化炭素に分解し、生じたアンモニアで、局所的に胃酸を中和することによって胃へ定着(感染)している。この菌の発見により動物の胃に適応して生息する細菌が存在することが明らかにされた。

ヘリコバクター・ピロリの感染は、慢性胃炎、胃潰瘍や十二指腸潰瘍のみならず、胃癌やMALTリンパ腫やびまん性大細胞型B細胞性リンパ腫などの発生に繋がることが報告されているほか、特発性血小板減少性紫斑病、小児の鉄欠乏性貧血、慢性蕁麻疹などの胃外性疾患の原因となることが明らかとなっている。細菌の中でヒト悪性腫瘍の原因となり得ることが明らかになっている病原体のひとつである。ピロリ菌検査で陰性でも胃炎など胃疾患が続く場合は、ヘリコバクター・ハイルマニイの感染が疑われることがある。

世界人口の50%以上は、消化器にピロリ菌が感染している。とりわけ先進国よりも開発途上国のほうが感染率が高い。",ウレアーゼは胃粘液中の尿素を分解し、胃酸を中和するのに使う成分は何ですか?,アンモニア,Syntactic variation
10,6,ヘリコバクター・ピロリ,"ヘリコバクター・ピロリ(Helicobacterpylori)とは、ヒトなどの胃に生息するらせん型のグラム陰性微好気性細菌である。単にピロリ菌(ピロリきん)と呼ばれることもある。ヘリコバクテル・ピロリと表記されることもある。1983年にオーストラリアのロビン・ウォレンとバリー・マーシャルにより発見された。

胃の内部は胃液に含まれる塩酸によって強酸性であるため、従来は細菌が生息できない環境だと考えられていた。しかし、ヘリコバクター・ピロリはウレアーゼと呼ばれる酵素を産生しており、この酵素で胃粘液中の尿素をアンモニアと二酸化炭素に分解し、生じたアンモニアで、局所的に胃酸を中和することによって胃へ定着(感染)している。この菌の発見により動物の胃に適応して生息する細菌が存在することが明らかにされた。

ヘリコバクター・ピロリの感染は、慢性胃炎、胃潰瘍や十二指腸潰瘍のみならず、胃癌やMALTリンパ腫やびまん性大細胞型B細胞性リンパ腫などの発生に繋がることが報告されているほか、特発性血小板減少性紫斑病、小児の鉄欠乏性貧血、慢性蕁麻疹などの胃外性疾患の原因となることが明らかとなっている。細菌の中でヒト悪性腫瘍の原因となり得ることが明らかになっている病原体のひとつである。ピロリ菌検査で陰性でも胃炎など胃疾患が続く場合は、ヘリコバクター・ハイルマニイの感染が疑われることがある。

世界人口の50%以上は、消化器にピロリ菌が感染している。とりわけ先進国よりも開発途上国のほうが感染率が高い。",ピロリ菌の感染者が多い国は先進国か、開発途上国か?,開発途上国,Lexical variation (world knowledge)
