question_id,context_id,title,context,question,answer,question_type
1,1,石淵ダム,石淵ダム(いしぶちダム)は岩手県奥州市、一級河川・北上川水系胆沢(いさわ)川に建設されたダムである。国土交通省東北地方整備局が管理する国土交通省直轄ダムで、北上川上流改修計画に基づく北上川五大ダム計画の第一弾として建設された、高さ53メートルのダム。日本で最初に施工されたロックフィルダムで、コンクリートで上流部の水を遮る日本では5基しか存在しないコンクリートフェイシングフィルダムの一つ。胆沢川・北上川の治水及び胆沢扇状地への灌漑、水力発電を目的とする多目的ダムであるが、治水・利水機能強化を目的としてダム下流2キロメートルの地点に胆沢ダムが完成し、石淵ダムは水没した。栗駒国定公園内に位置する。,石淵ダムは、どこの管理下にあるダムなの?,国土交通省東北地方整備局,Lexical variation (world knowledge)
2,1,石淵ダム,石淵ダム(いしぶちダム)は岩手県奥州市、一級河川・北上川水系胆沢(いさわ)川に建設されたダムである。国土交通省東北地方整備局が管理する国土交通省直轄ダムで、北上川上流改修計画に基づく北上川五大ダム計画の第一弾として建設された、高さ53メートルのダム。日本で最初に施工されたロックフィルダムで、コンクリートで上流部の水を遮る日本では5基しか存在しないコンクリートフェイシングフィルダムの一つ。胆沢川・北上川の治水及び胆沢扇状地への灌漑、水力発電を目的とする多目的ダムであるが、治水・利水機能強化を目的としてダム下流2キロメートルの地点に胆沢ダムが完成し、石淵ダムは水没した。栗駒国定公園内に位置する。,北上川五大ダム計画により建設されたダムのうち、最初のものは何ですか?,石淵ダム,Lexical variation (world knowledge)
3,1,石淵ダム,石淵ダム(いしぶちダム)は岩手県奥州市、一級河川・北上川水系胆沢(いさわ)川に建設されたダムである。国土交通省東北地方整備局が管理する国土交通省直轄ダムで、北上川上流改修計画に基づく北上川五大ダム計画の第一弾として建設された、高さ53メートルのダム。日本で最初に施工されたロックフィルダムで、コンクリートで上流部の水を遮る日本では5基しか存在しないコンクリートフェイシングフィルダムの一つ。胆沢川・北上川の治水及び胆沢扇状地への灌漑、水力発電を目的とする多目的ダムであるが、治水・利水機能強化を目的としてダム下流2キロメートルの地点に胆沢ダムが完成し、石淵ダムは水没した。栗駒国定公園内に位置する。,北上川五大ダム計画における最初のダムが水没したのは、どのダムの建設によることか?,胆沢ダム,Multiple sentence reasoning
4,2,石淵ダム,"石淵ダムが建設された胆沢川は北上川中流部における主要な支流の一つである。栗駒山系を形成する焼石岳(標高1,548メートル)を水源として東南に流路を取り、ダム地点上流で南西より流れ来る前川を合わせダム地点を通過すると面積約2万ヘクタールにもおよぶ日本最大級の扇状地・胆沢扇状地を形成。以後は概ね北東に流れ、奥州市水沢区において北上川に合流し太平洋へ注ぐ。流路延長は約48キロメートル、流域面積は約320平方キロメートルである。ダムは前川との合流点下流、胆沢扇状地の扇頂部に建設された。",石淵ダムが建設された川は、どの川中流部における主要な支流の一つであるの?,北上川,Syntactic variation
5,3,石淵ダム,ダムの名称である「石淵」はかつてこの一帯が猿岩を始め巨石や巨岩などによって険阻な峡谷が形成されていた所から「石淵野」と呼ばれたことに由来する。また河川名の「胆沢」については諸説があり、アイヌ語で「イ」(それが)・「サワ」(山間の平地)または「エサバ」(酋長のいる所)に由来する説のほか、胆沢扇状地の砂を「イサ」と呼びそれに沢を合体させたとする説、水路を意味する「イ」と窪地を意味する「サワ」を合わせた説などがある。しかし何れも定説になっていない。なおダムが建設された当時の自治体は胆沢郡若柳村であり、後に胆沢村に合併されさらに胆沢町に町制施行されたが平成の大合併に伴い水沢市、江刺市、胆沢郡前沢町・衣川村と合併して奥州市となり、旧胆沢町域は胆沢区となった。,ダムの名称は、その地域が何と呼ばれたことに由来しますか?,「石淵野」,Syntactic variation
6,3,石淵ダム,ダムの名称である「石淵」はかつてこの一帯が猿岩を始め巨石や巨岩などによって険阻な峡谷が形成されていた所から「石淵野」と呼ばれたことに由来する。また河川名の「胆沢」については諸説があり、アイヌ語で「イ」(それが)・「サワ」(山間の平地)または「エサバ」(酋長のいる所)に由来する説のほか、胆沢扇状地の砂を「イサ」と呼びそれに沢を合体させたとする説、水路を意味する「イ」と窪地を意味する「サワ」を合わせた説などがある。しかし何れも定説になっていない。なおダムが建設された当時の自治体は胆沢郡若柳村であり、後に胆沢村に合併されさらに胆沢町に町制施行されたが平成の大合併に伴い水沢市、江刺市、胆沢郡前沢町・衣川村と合併して奥州市となり、旧胆沢町域は胆沢区となった。,「胆沢」という河川名についての様々な説のうちには、水路の意味と何の意味を合わせたとの説もあるのか?,窪地,Lexical variation (world knowledge)
7,3,石淵ダム,ダムの名称である「石淵」はかつてこの一帯が猿岩を始め巨石や巨岩などによって険阻な峡谷が形成されていた所から「石淵野」と呼ばれたことに由来する。また河川名の「胆沢」については諸説があり、アイヌ語で「イ」(それが)・「サワ」(山間の平地)または「エサバ」(酋長のいる所)に由来する説のほか、胆沢扇状地の砂を「イサ」と呼びそれに沢を合体させたとする説、水路を意味する「イ」と窪地を意味する「サワ」を合わせた説などがある。しかし何れも定説になっていない。なおダムが建設された当時の自治体は胆沢郡若柳村であり、後に胆沢村に合併されさらに胆沢町に町制施行されたが平成の大合併に伴い水沢市、江刺市、胆沢郡前沢町・衣川村と合併して奥州市となり、旧胆沢町域は胆沢区となった。,胆沢郡は何度か合併されており、最終的に与えられた地域名は何か?,胆沢区,Lexical variation (world knowledge)
8,4,石淵ダム,"東北地方最大の河川である北上川は岩手県・宮城県を主な流域とするが、中流部と下流部の間、岩手県一関市狐禅寺(こぜんじ)から宮城県登米市に至る約27キロメートル区間は急激に川幅が狭くなる。この「狐禅寺狭窄部」の存在と狭窄部より下流における北上川の河川勾配が緩やかなことで、狭窄部より上流部の一関市は慢性的な水害常襲地帯であった。北上川流域面積(10,150平方キロメートル)の7割を占める岩手県内(北上高地や奥羽山脈東側)で大雨が降ると各支流を経て北上川に到達した洪水は一関市に集まる。この一関市狐禅寺におけるピーク時の基本高水流量は毎秒1万3600立方メートルであるが、狭窄部は毎秒6,300立方メートルの流下能力しかない。このため狭窄部で処理し切れない洪水が一関市内に湛水(たんすい)する状態となり、古くより洪水の被害に悩まされていた。根本的な解決法は狭窄部の開削による流下能力の増強であるが、約27キロメートルにもおよぶ狭窄部の開削は非現実的であった。",東北地方最大の河川は、宮城県とどこを主な流域としているか?,岩手県,Syntactic variation
9,4,石淵ダム,"東北地方最大の河川である北上川は岩手県・宮城県を主な流域とするが、中流部と下流部の間、岩手県一関市狐禅寺(こぜんじ)から宮城県登米市に至る約27キロメートル区間は急激に川幅が狭くなる。この「狐禅寺狭窄部」の存在と狭窄部より下流における北上川の河川勾配が緩やかなことで、狭窄部より上流部の一関市は慢性的な水害常襲地帯であった。北上川流域面積(10,150平方キロメートル)の7割を占める岩手県内(北上高地や奥羽山脈東側)で大雨が降ると各支流を経て北上川に到達した洪水は一関市に集まる。この一関市狐禅寺におけるピーク時の基本高水流量は毎秒1万3600立方メートルであるが、狭窄部は毎秒6,300立方メートルの流下能力しかない。このため狭窄部で処理し切れない洪水が一関市内に湛水(たんすい)する状態となり、古くより洪水の被害に悩まされていた。根本的な解決法は狭窄部の開削による流下能力の増強であるが、約27キロメートルにもおよぶ狭窄部の開削は非現実的であった。",北上川流域のうち、最も広い面積を占めるのは、何県か?,岩手県,Logical reasoning
10,4,石淵ダム,"東北地方最大の河川である北上川は岩手県・宮城県を主な流域とするが、中流部と下流部の間、岩手県一関市狐禅寺(こぜんじ)から宮城県登米市に至る約27キロメートル区間は急激に川幅が狭くなる。この「狐禅寺狭窄部」の存在と狭窄部より下流における北上川の河川勾配が緩やかなことで、狭窄部より上流部の一関市は慢性的な水害常襲地帯であった。北上川流域面積(10,150平方キロメートル)の7割を占める岩手県内(北上高地や奥羽山脈東側)で大雨が降ると各支流を経て北上川に到達した洪水は一関市に集まる。この一関市狐禅寺におけるピーク時の基本高水流量は毎秒1万3600立方メートルであるが、狭窄部は毎秒6,300立方メートルの流下能力しかない。このため狭窄部で処理し切れない洪水が一関市内に湛水(たんすい)する状態となり、古くより洪水の被害に悩まされていた。根本的な解決法は狭窄部の開削による流下能力の増強であるが、約27キロメートルにもおよぶ狭窄部の開削は非現実的であった。",古くから洪水の被害に悩んでいた、北上川流域は、どの市か?,一関市,Lexical variation (world knowledge)
