question_id,context_id,title,context,question,answer,question_type
1,1,ユナイテッド航空232便不時着事故,"中部夏時間14時09分、当該機はステープルトン国際空港を離陸した。副操縦士の操縦により、予定の巡航高度37,000フィート(約11,300メートル)まで平常通り上昇した。オートパイロットが作動され、指示対気速度270ノット(約時速500キロメートル)に飛行速度を維持するモードが使用された。飛行計画ではマッハ数0.83で巡航することになっていた。離陸から約1時間7分後の15時16分10秒、大きな爆発音が発生し続いて機体が激しく振動し始めた。乗員はエンジン計器を点検し、尾部にある第2エンジンに異常が発生したと特定した。ただちにオートパイロットが解除され、機長の指示でエンジン停止時のチェックリストが開始された。リストの最初の項目はエンジン停止であったが、第2エンジンのスロットルが動かなくなっていた。次の項目は燃料の供給停止だったが、燃料レバーも動かなくなっていた。ここで航空機関士が防火バルブを閉じるよう提案し、ようやく第2エンジンを停止できた。異常発生からここまで約14秒だった。",オートパイロットが作動される前に予定の巡航高度まで航空機を操縦したのは、どんな人なの?,副操縦士,Multiple sentence reasoning
2,1,ユナイテッド航空232便不時着事故,"中部夏時間14時09分、当該機はステープルトン国際空港を離陸した。副操縦士の操縦により、予定の巡航高度37,000フィート(約11,300メートル)まで平常通り上昇した。オートパイロットが作動され、指示対気速度270ノット(約時速500キロメートル)に飛行速度を維持するモードが使用された。飛行計画ではマッハ数0.83で巡航することになっていた。離陸から約1時間7分後の15時16分10秒、大きな爆発音が発生し続いて機体が激しく振動し始めた。乗員はエンジン計器を点検し、尾部にある第2エンジンに異常が発生したと特定した。ただちにオートパイロットが解除され、機長の指示でエンジン停止時のチェックリストが開始された。リストの最初の項目はエンジン停止であったが、第2エンジンのスロットルが動かなくなっていた。次の項目は燃料の供給停止だったが、燃料レバーも動かなくなっていた。ここで航空機関士が防火バルブを閉じるよう提案し、ようやく第2エンジンを停止できた。異常発生からここまで約14秒だった。",エンジン停止時のチェックリストの最初の項目は何か?,エンジン停止,Lexical variation (world knowledge)
3,1,ユナイテッド航空232便不時着事故,"中部夏時間14時09分、当該機はステープルトン国際空港を離陸した。副操縦士の操縦により、予定の巡航高度37,000フィート(約11,300メートル)まで平常通り上昇した。オートパイロットが作動され、指示対気速度270ノット(約時速500キロメートル)に飛行速度を維持するモードが使用された。飛行計画ではマッハ数0.83で巡航することになっていた。離陸から約1時間7分後の15時16分10秒、大きな爆発音が発生し続いて機体が激しく振動し始めた。乗員はエンジン計器を点検し、尾部にある第2エンジンに異常が発生したと特定した。ただちにオートパイロットが解除され、機長の指示でエンジン停止時のチェックリストが開始された。リストの最初の項目はエンジン停止であったが、第2エンジンのスロットルが動かなくなっていた。次の項目は燃料の供給停止だったが、燃料レバーも動かなくなっていた。ここで航空機関士が防火バルブを閉じるよう提案し、ようやく第2エンジンを停止できた。異常発生からここまで約14秒だった。",第2エンジン停止できたのは、何時何分ですか?,15時16分,Logical reasoning
4,1,ユナイテッド航空232便不時着事故,"中部夏時間14時09分、当該機はステープルトン国際空港を離陸した。副操縦士の操縦により、予定の巡航高度37,000フィート(約11,300メートル)まで平常通り上昇した。オートパイロットが作動され、指示対気速度270ノット(約時速500キロメートル)に飛行速度を維持するモードが使用された。飛行計画ではマッハ数0.83で巡航することになっていた。離陸から約1時間7分後の15時16分10秒、大きな爆発音が発生し続いて機体が激しく振動し始めた。乗員はエンジン計器を点検し、尾部にある第2エンジンに異常が発生したと特定した。ただちにオートパイロットが解除され、機長の指示でエンジン停止時のチェックリストが開始された。リストの最初の項目はエンジン停止であったが、第2エンジンのスロットルが動かなくなっていた。次の項目は燃料の供給停止だったが、燃料レバーも動かなくなっていた。ここで航空機関士が防火バルブを閉じるよう提案し、ようやく第2エンジンを停止できた。異常発生からここまで約14秒だった。",誰の提案のおかげで、異常発生時の対応がうまく行ったの?,航空機関士,Syntactic variation
5,2,ユナイテッド航空232便不時着事故,さらにチェックリストを続ける中で、航空機関士は機体の3系統あるすべての油圧系統の圧力計と油量系がいずれもゼロを指していることに気づいた。副操縦士は、機体が右旋回で降下しており制御不能であると報告した。機長が操縦を交代して機体が操縦操作に反応しないことを確認した。機長は左翼にある第1エンジンの推力を減らし、機体は左右の水平を取り戻し始めた。機長は、風力駆動の発電機を展開した。この発電機から予備の油圧ポンプに給電される仕組みだったが、ポンプのスイッチを入れても油圧は回復しなかった。この時点で3系統ある油圧系統が全て機能しなくなっていた。事故後の調査で明らかになることだが、第2エンジンの破損により3系統あるすべての油圧配管が切断されたためであった。15時20分、乗員はミネアポリスの航空路交通管制センター(AirRouteTrafficControlCenter)に無線連絡し、緊急援助と最も近い飛行場への進路誘導を要請した。この時、管制センターは、デモイン国際空港へ向かうことを提案した。デモインはアイオワ州の州都で、デンバーとシカゴを結ぶ線上にあたる。15時22分、管制官は乗員にUAL232便がスーシティの方角へ飛行していると知らせた。そして、管制官はスーシティに向かうか尋ね、乗員はそうすると回答した。UAL232便がスーシティのスー・ゲートウェイ空港に針路をとるよう、航空交通管制のレーダー誘導が始まった。この間の15時21分、乗員は、ユナイテッド航空の運航管理部門にACARS(航空機と地上を結ぶ文字データを中心とした無線データ通信システム)でメッセージを送信した。そして無線交信を要請し、2分後に交信に成功した。15時25分、乗員は運航管理部門との交信において同航空の整備施設に直ちに繋いでほしいと要請し、同時に救難信号の「メーデー」を発信した。,デモイン国際空港へ向かうことを提案したのは、どこの管制センターなの?,ミネアポリス,Multiple sentence reasoning
6,2,ユナイテッド航空232便不時着事故,さらにチェックリストを続ける中で、航空機関士は機体の3系統あるすべての油圧系統の圧力計と油量系がいずれもゼロを指していることに気づいた。副操縦士は、機体が右旋回で降下しており制御不能であると報告した。機長が操縦を交代して機体が操縦操作に反応しないことを確認した。機長は左翼にある第1エンジンの推力を減らし、機体は左右の水平を取り戻し始めた。機長は、風力駆動の発電機を展開した。この発電機から予備の油圧ポンプに給電される仕組みだったが、ポンプのスイッチを入れても油圧は回復しなかった。この時点で3系統ある油圧系統が全て機能しなくなっていた。事故後の調査で明らかになることだが、第2エンジンの破損により3系統あるすべての油圧配管が切断されたためであった。15時20分、乗員はミネアポリスの航空路交通管制センター(AirRouteTrafficControlCenter)に無線連絡し、緊急援助と最も近い飛行場への進路誘導を要請した。この時、管制センターは、デモイン国際空港へ向かうことを提案した。デモインはアイオワ州の州都で、デンバーとシカゴを結ぶ線上にあたる。15時22分、管制官は乗員にUAL232便がスーシティの方角へ飛行していると知らせた。そして、管制官はスーシティに向かうか尋ね、乗員はそうすると回答した。UAL232便がスーシティのスー・ゲートウェイ空港に針路をとるよう、航空交通管制のレーダー誘導が始まった。この間の15時21分、乗員は、ユナイテッド航空の運航管理部門にACARS(航空機と地上を結ぶ文字データを中心とした無線データ通信システム)でメッセージを送信した。そして無線交信を要請し、2分後に交信に成功した。15時25分、乗員は運航管理部門との交信において同航空の整備施設に直ちに繋いでほしいと要請し、同時に救難信号の「メーデー」を発信した。,3系統ある油圧系統が全て機能しなくなっていたのは、何の故障による影響でのことだったか?,第2エンジン,Syntactic variation
7,2,ユナイテッド航空232便不時着事故,さらにチェックリストを続ける中で、航空機関士は機体の3系統あるすべての油圧系統の圧力計と油量系がいずれもゼロを指していることに気づいた。副操縦士は、機体が右旋回で降下しており制御不能であると報告した。機長が操縦を交代して機体が操縦操作に反応しないことを確認した。機長は左翼にある第1エンジンの推力を減らし、機体は左右の水平を取り戻し始めた。機長は、風力駆動の発電機を展開した。この発電機から予備の油圧ポンプに給電される仕組みだったが、ポンプのスイッチを入れても油圧は回復しなかった。この時点で3系統ある油圧系統が全て機能しなくなっていた。事故後の調査で明らかになることだが、第2エンジンの破損により3系統あるすべての油圧配管が切断されたためであった。15時20分、乗員はミネアポリスの航空路交通管制センター(AirRouteTrafficControlCenter)に無線連絡し、緊急援助と最も近い飛行場への進路誘導を要請した。この時、管制センターは、デモイン国際空港へ向かうことを提案した。デモインはアイオワ州の州都で、デンバーとシカゴを結ぶ線上にあたる。15時22分、管制官は乗員にUAL232便がスーシティの方角へ飛行していると知らせた。そして、管制官はスーシティに向かうか尋ね、乗員はそうすると回答した。UAL232便がスーシティのスー・ゲートウェイ空港に針路をとるよう、航空交通管制のレーダー誘導が始まった。この間の15時21分、乗員は、ユナイテッド航空の運航管理部門にACARS(航空機と地上を結ぶ文字データを中心とした無線データ通信システム)でメッセージを送信した。そして無線交信を要請し、2分後に交信に成功した。15時25分、乗員は運航管理部門との交信において同航空の整備施設に直ちに繋いでほしいと要請し、同時に救難信号の「メーデー」を発信した。,ユナイテッド航空の運航管理部門とのメッセージ送受信に使われたシステムとは何か?,ACARS,Lexical variation (world knowledge)
8,3,ユナイテッド航空232便不時着事故,第2エンジンの異常発生時、客室では食事用トレーの片付け中だった。エンジンの爆発音があり、やがて機長による機内アナウンスが流れて、第2エンジンの停止が乗客に知らされた。先任客室乗務員がコックピットに呼ばれ、状況説明を受けて緊急着陸に備えるよう指示された。その際の緊迫した様子を彼女は「焼却炉のドアを開けて熱風が吹いてくるような感じ」だったと証言している。客室に戻った彼女は、乗客を刺激するのを避けるべく、客室乗務員を一か所に集めることはせず、一人ずつ状況説明をして緊急着陸に備えるよう伝えた。客室乗務員たちは動揺を隠し平静さを保つよう努め、乗客に緊急時の準備をさせた。問題発生より約10分後の15時26分42秒から、コックピットボイスレコーダー(CVR)の録音が残っている。その時、スー・ゲートウェイ空港の管制官(以下、進入管制官と呼ぶ)と交信中で状況説明を行っていた。15時27分、サンフランシスコの整備施設と最初の交信が行われた。パイロットは整備施設に全油圧システムが停止して油量も失われた旨を伝え、支援を要請した。しかしこの後、事故機と整備施設の間で断続的に交信があったが、整備施設から乗員へ何か指示できることはなかった。,サンフランシスコの整備施設と最初の交信が行われたのは、いつか?,15時27分,Syntactic variation
9,3,ユナイテッド航空232便不時着事故,第2エンジンの異常発生時、客室では食事用トレーの片付け中だった。エンジンの爆発音があり、やがて機長による機内アナウンスが流れて、第2エンジンの停止が乗客に知らされた。先任客室乗務員がコックピットに呼ばれ、状況説明を受けて緊急着陸に備えるよう指示された。その際の緊迫した様子を彼女は「焼却炉のドアを開けて熱風が吹いてくるような感じ」だったと証言している。客室に戻った彼女は、乗客を刺激するのを避けるべく、客室乗務員を一か所に集めることはせず、一人ずつ状況説明をして緊急着陸に備えるよう伝えた。客室乗務員たちは動揺を隠し平静さを保つよう努め、乗客に緊急時の準備をさせた。問題発生より約10分後の15時26分42秒から、コックピットボイスレコーダー(CVR)の録音が残っている。その時、スー・ゲートウェイ空港の管制官(以下、進入管制官と呼ぶ)と交信中で状況説明を行っていた。15時27分、サンフランシスコの整備施設と最初の交信が行われた。パイロットは整備施設に全油圧システムが停止して油量も失われた旨を伝え、支援を要請した。しかしこの後、事故機と整備施設の間で断続的に交信があったが、整備施設から乗員へ何か指示できることはなかった。,コックピットボイスレコーダーの録音が残っているのは、いつからか?,15時26分42秒,Syntactic variation
10,3,ユナイテッド航空232便不時着事故,第2エンジンの異常発生時、客室では食事用トレーの片付け中だった。エンジンの爆発音があり、やがて機長による機内アナウンスが流れて、第2エンジンの停止が乗客に知らされた。先任客室乗務員がコックピットに呼ばれ、状況説明を受けて緊急着陸に備えるよう指示された。その際の緊迫した様子を彼女は「焼却炉のドアを開けて熱風が吹いてくるような感じ」だったと証言している。客室に戻った彼女は、乗客を刺激するのを避けるべく、客室乗務員を一か所に集めることはせず、一人ずつ状況説明をして緊急着陸に備えるよう伝えた。客室乗務員たちは動揺を隠し平静さを保つよう努め、乗客に緊急時の準備をさせた。問題発生より約10分後の15時26分42秒から、コックピットボイスレコーダー(CVR)の録音が残っている。その時、スー・ゲートウェイ空港の管制官(以下、進入管制官と呼ぶ)と交信中で状況説明を行っていた。15時27分、サンフランシスコの整備施設と最初の交信が行われた。パイロットは整備施設に全油圧システムが停止して油量も失われた旨を伝え、支援を要請した。しかしこの後、事故機と整備施設の間で断続的に交信があったが、整備施設から乗員へ何か指示できることはなかった。,15時26分42秒から残っているコックピットボイスレコーダーの録音によると、事故機はどの空港の管制官と交信中でしたか?,スー・ゲートウェイ空港,Syntactic variation
