question_id,context_id,title,context,question,answer,question_type
1,1,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、ドイツの軍人、政治家である。ナチス・ドイツにおいて治安・諜報などで強大な権力を握った親衛隊のトップであり、国内統制と反ナチ勢力・ユダヤ人などに対する迫害を実行した。,ハインリヒ・ルイトポルト・ヒムラーは、どの国のものであるの?,ドイツ,Syntactic variation
2,1,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、ドイツの軍人、政治家である。ナチス・ドイツにおいて治安・諜報などで強大な権力を握った親衛隊のトップであり、国内統制と反ナチ勢力・ユダヤ人などに対する迫害を実行した。,ハインリヒ・ルイトポルト・ヒムラーの職業としては、軍人と何があげられていますか?,政治家,Lexical variation (world knowledge)
3,1,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、ドイツの軍人、政治家である。ナチス・ドイツにおいて治安・諜報などで強大な権力を握った親衛隊のトップであり、国内統制と反ナチ勢力・ユダヤ人などに対する迫害を実行した。,ハインリヒ・ルイトポルト・ヒムラーは、ドイツにおいてどの時代に活動した人物か?,ナチス・ドイツ,Multiple sentence reasoning
4,1,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、ドイツの軍人、政治家である。ナチス・ドイツにおいて治安・諜報などで強大な権力を握った親衛隊のトップであり、国内統制と反ナチ勢力・ユダヤ人などに対する迫害を実行した。,ナチス・ドイツの親衛隊を指揮していたのは、誰か?,ハインリヒ・ルイトポルト・ヒムラー,Multiple sentence reasoning
5,2,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、1900年10月7日、ドイツ帝国領邦バイエルン王国の首都ミュンヘンのヒルデガルト通り(Hildegardstraße)二番地にある高級アパート二階に在住するヒムラー家の次男として生まれた。,ハインリヒ・ルイトポルト・ヒムラーは、いつ生まれたの?,1900年10月7日,Syntactic variation
6,2,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、1900年10月7日、ドイツ帝国領邦バイエルン王国の首都ミュンヘンのヒルデガルト通り(Hildegardstraße)二番地にある高級アパート二階に在住するヒムラー家の次男として生まれた。,ハインリヒ・ルイトポルト・ヒムラーは、どの都市で生まれましたか?,ミュンヘン,Syntactic variation
7,2,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーは、1900年10月7日、ドイツ帝国領邦バイエルン王国の首都ミュンヘンのヒルデガルト通り(Hildegardstraße)二番地にある高級アパート二階に在住するヒムラー家の次男として生まれた。,当時、ドイツ帝国領邦バイエルン王国の首都は、どの都市だったか?,ミュンヘン,Syntactic variation
8,3,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーの父は教師として高い評価を得ており、バイエルン王室のハインリヒ王子の家庭教師を務めていた。母アンナ・マリア・ヒムラー(AnnaMariaHimmler)(旧姓ハイダー(Heyder))は、裕福な貿易商人の娘で、1897年にゲプハルトと結婚していた。,ハインリヒ・ルイトポルト・ヒムラーの父の名は、何ですか?,ゲプハルト,Logical reasoning
9,3,ハインリヒ・ヒムラー,ハインリヒ・ルイトポルト・ヒムラーの父は教師として高い評価を得ており、バイエルン王室のハインリヒ王子の家庭教師を務めていた。母アンナ・マリア・ヒムラー(AnnaMariaHimmler)(旧姓ハイダー(Heyder))は、裕福な貿易商人の娘で、1897年にゲプハルトと結婚していた。,ハインリヒ・ルイトポルト・ヒムラーの両親は、何年に結婚したの?,1897年,Multiple sentence reasoning
10,4,ハインリヒ・ヒムラー,ヒムラーが生まれる2年前の1898年7月29日に夫妻は長男ゲプハルト・ルートヴィヒを儲けている。さらに1905年12月23日には三男エルンスト・ヘルマンが生まれている。,ヒムラーの両親にとっての初子は、誰なの?,ゲプハルト・ルートヴィヒ,Logical reasoning
